timestamp,open,high,low,close,volume
2025-12-08 23:00:00+00:00,90833.85,91026.52,90794.24,90812.75,147.64783
2025-12-08 23:15:00+00:00,90812.76,90873.98,90490.76,90719.27,192.25447
2025-12-08 23:30:00+00:00,90719.27,90781.93,90590.11,90627.36,55.8581
2025-12-08 23:45:00+00:00,90627.37,90644.99,90551.85,90634.34,48.92896
2025-12-09 00:00:00+00:00,90634.35,90767.36,90591.85,90747.69,58.9665
2025-12-09 00:15:00+00:00,90747.68,90846.26,90690.78,90690.79,92.77014
2025-12-09 00:30:00+00:00,90690.79,90690.79,90400.46,90440.49,75.25637
2025-12-09 00:45:00+00:00,90440.48,90517.99,90355.0,90396.73,61.38322
2025-12-09 01:00:00+00:00,90396.72,90511.42,90233.04,90481.01,89.41502
2025-12-09 01:15:00+00:00,90481.01,90569.98,90175.55,90214.96,209.18052
2025-12-09 01:30:00+00:00,90214.96,90262.48,90013.91,90047.93,104.05432
2025-12-09 01:45:00+00:00,90047.93,90099.0,89966.0,90055.8,135.01405
2025-12-09 02:00:00+00:00,90055.8,90257.06,89979.21,90118.02,89.29913
2025-12-09 02:15:00+00:00,90118.01,90368.0,90104.18,90299.2,79.76417
2025-12-09 02:30:00+00:00,90299.21,90339.9,90189.29,90251.31,60.82589
2025-12-09 02:45:00+00:00,90251.31,90324.47,90060.21,90068.2,82.28081
2025-12-09 03:00:00+00:00,90068.21,90159.7,89980.0,89985.42,133.95394
2025-12-09 03:15:00+00:00,89985.43,90113.09,89795.84,90030.0,750.70142
2025-12-09 03:30:00+00:00,90030.0,90417.54,90025.07,90355.2,237.77474
2025-12-09 03:45:00+00:00,90355.2,90442.77,90294.4,90405.01,94.77164
2025-12-09 04:00:00+00:00,90405.02,90500.0,90385.23,90452.03,74.35278
2025-12-09 04:15:00+00:00,90452.04,90500.0,90319.77,90400.47,52.67702
2025-12-09 04:30:00+00:00,90400.47,90400.47,89737.47,89921.88,286.30032
2025-12-09 04:45:00+00:00,89921.89,89967.89,89836.0,89917.53,75.18939
2025-12-09 05:00:00+00:00,89917.52,89976.97,89701.0,89779.42,93.44482
2025-12-09 05:15:00+00:00,89779.42,89884.7,89500.0,89862.47,250.64208
2025-12-09 05:30:00+00:00,89862.48,90209.96,89851.14,90103.82,215.96831
2025-12-09 05:45:00+00:00,90103.82,90172.99,89868.52,89899.35,90.59867
2025-12-09 06:00:00+00:00,89899.35,90115.34,89884.92,89959.46,70.47565
2025-12-09 06:15:00+00:00,89959.46,90050.0,89814.26,89877.96,70.05432
2025-12-09 06:30:00+00:00,89877.96,89945.98,89775.67,89943.98,70.33301
2025-12-09 06:45:00+00:00,89943.99,90232.76,89898.75,90166.84,110.44134
2025-12-09 07:00:00+00:00,90166.85,90299.99,90091.56,90116.0,93.60257
2025-12-09 07:15:00+00:00,90115.99,90429.86,90115.99,90363.13,84.11284
2025-12-09 07:30:00+00:00,90363.12,90515.07,90342.54,90476.5,121.89717
