timestamp,open,high,low,close,volume
2026-07-10T00:30:00+00:00,63102.01,63168.0,62926.01,63049.8,275.88076
2026-07-10T00:45:00+00:00,63049.8,63117.51,62994.97,63113.93,73.24816
2026-07-10T01:00:00+00:00,63113.92,63128.72,62962.0,63126.98,82.23359
2026-07-10T01:15:00+00:00,63126.99,63394.41,63126.98,63393.78,158.01609
2026-07-10T01:30:00+00:00,63393.78,63460.1,63330.64,63394.0,103.55678
2026-07-10T01:45:00+00:00,63394.01,63999.99,63384.0,63749.86,885.29583
2026-07-10T02:00:00+00:00,63749.86,63892.49,63692.76,63871.04,287.14791
2026-07-10T02:15:00+00:00,63871.05,63951.68,63810.0,63815.9,157.1733
2026-07-10T02:30:00+00:00,63815.91,63920.0,63778.2,63872.18,323.89363
2026-07-10T02:45:00+00:00,63872.17,64050.23,63842.01,63961.99,249.63842
2026-07-10T03:00:00+00:00,63961.99,63986.79,63843.82,63928.37,138.11921
2026-07-10T03:15:00+00:00,63928.36,63928.37,63843.82,63850.3,100.24291
2026-07-10T03:30:00+00:00,63850.31,63937.0,63822.8,63934.0,76.89469
2026-07-10T03:45:00+00:00,63934.0,64050.0,63910.01,63947.2,95.67797
2026-07-10T04:00:00+00:00,63947.2,64030.91,63938.0,63974.0,92.29072
2026-07-10T04:15:00+00:00,63974.01,64049.0,63892.49,63892.49,85.37511
2026-07-10T04:30:00+00:00,63892.49,64156.0,63857.64,64100.0,297.55705
2026-07-10T04:45:00+00:00,64100.0,64176.86,64037.7,64047.88,92.58321
2026-07-10T05:00:00+00:00,64047.89,64047.89,63956.33,63984.4,93.48667
2026-07-10T05:15:00+00:00,63984.39,64016.79,63944.05,63979.72,155.46563
2026-07-10T05:30:00+00:00,63979.73,64200.0,63962.02,64179.37,138.06034
2026-07-10T05:45:00+00:00,64179.37,64185.3,64084.21,64115.99,120.92336
2026-07-10T06:00:00+00:00,64116.0,64162.0,64032.0,64033.28,91.76559
2026-07-10T06:15:00+00:00,64033.28,64042.0,63866.0,63906.0,104.97513
2026-07-10T06:30:00+00:00,63906.01,63947.5,63866.44,63887.62,69.55822
2026-07-10T06:45:00+00:00,63887.62,63926.51,63836.0,63854.71,86.6094
2026-07-10T07:00:00+00:00,63854.71,63916.0,63802.02,63916.0,65.48512
2026-07-10T07:15:00+00:00,63915.99,64011.9,63864.2,63964.87,79.48466
2026-07-10T07:30:00+00:00,63964.88,63964.88,63905.63,63948.28,151.74176
2026-07-10T07:45:00+00:00,63948.28,63999.0,63920.19,63963.0,269.38686
2026-07-10T08:00:00+00:00,63963.0,64035.2,63962.99,64024.0,203.84649
2026-07-10T08:15:00+00:00,64023.99,64392.0,64023.99,64331.99,412.02182
2026-07-10T08:30:00+00:00,64331.99,64367.96,64174.01,64200.0,195.10731
2026-07-10T08:45:00+00:00,64200.01,64287.16,64140.74,64246.01,134.91002
2026-07-10T09:00:00+00:00,64246.0,64270.62,64102.0,64216.73,241.87884
2026-07-10T09:15:00+00:00,64216.73,64421.94,64210.0,64417.05,381.18125
2026-07-10T09:30:00+00:00,64417.06,64480.01,64357.79,64466.12,292.29742
2026-07-10T09:45:00+00:00,64466.11,64478.42,64382.03,64385.09,135.65099
2026-07-10T10:00:00+00:00,64385.09,64406.0,64274.47,64294.64,93.59536
2026-07-10T10:15:00+00:00,64294.65,64438.76,64282.69,64437.49,121.97218
2026-07-10T10:30:00+00:00,64437.48,64494.84,64370.0,64476.0,88.39057
2026-07-10T10:45:00+00:00,64476.0,64491.89,64407.8,64407.8,96.89996
2026-07-10T11:00:00+00:00,64407.8,64479.61,64396.97,64449.54,94.45583
2026-07-10T11:15:00+00:00,64449.54,64467.99,64364.0,64427.01,89.77076
2026-07-10T11:30:00+00:00,64427.02,64427.02,64341.83,64395.61,79.19098
2026-07-10T11:45:00+00:00,64395.62,64480.0,64387.99,64425.18,73.87086
2026-07-10T12:00:00+00:00,64425.18,64608.0,63999.0,64542.48,481.22153
2026-07-10T12:15:00+00:00,64542.48,64542.49,64372.0,64500.84,274.18521
2026-07-10T12:30:00+00:00,64500.84,64525.29,64356.0,64369.99,201.51366
2026-07-10T12:45:00+00:00,64369.99,64390.09,64265.59,64286.64,125.03023
2026-07-10T13:00:00+00:00,64286.65,64343.11,64244.9,64244.9,132.72046
2026-07-10T13:15:00+00:00,64244.91,64274.06,64156.56,64161.86,151.29728
2026-07-10T13:30:00+00:00,64161.86,64442.0,64152.84,64381.15,245.49051
2026-07-10T13:45:00+00:00,64381.16,64692.83,64374.73,64484.0,297.17121
2026-07-10T14:00:00+00:00,64484.0,64516.0,64194.29,64210.0,215.5331
2026-07-10T14:15:00+00:00,64210.0,64254.9,63960.87,64135.77,320.2431
2026-07-10T14:30:00+00:00,64135.77,64322.0,63793.43,64099.55,479.40684
2026-07-10T14:45:00+00:00,64099.56,64144.0,63896.31,63914.87,323.54889
2026-07-10T15:00:00+00:00,63914.88,64079.62,63898.0,63990.0,222.22987
2026-07-10T15:15:00+00:00,63990.01,64210.0,63990.0,64143.31,169.3372
2026-07-10T15:30:00+00:00,64143.3,64169.07,63944.0,63955.84,194.53329
2026-07-10T15:45:00+00:00,63955.84,64040.0,63936.0,64040.0,151.72677
